"experience","weeks","occupation","industry","south","smsa","married","gender","union","education","ethnicity","wage","year","id"
35,47,"blue","yes","no","yes",1,"male","yes",8,"other",1016,"1979","55"
36,48,"blue","yes","no","yes",1,"male","yes",8,"other",1143,"1980","55"
37,47,"blue","yes","no","yes",1,"male","yes",8,"other",1253,"1981","55"
38,46,"blue","yes","no","yes",1,"male","yes",8,"other",1350,"1982","55"
23,51,"blue","yes","yes","no",1,"male","no",12,"other",450,"1976","56"
24,49,"blue","yes","yes","no",1,"male","no",12,"other",475,"1977","56"
25,52,"blue","yes","yes","no",1,"male","no",12,"other",563,"1978","56"
26,52,"blue","yes","yes","no",1,"male","no",12,"other",563,"1979","56"
27,48,"blue","yes","yes","no",1,"male","no",12,"other",625,"1980","56"
28,50,"blue","yes","yes","no",1,"male","no",12,"other",725,"1981","56"
29,50,"blue","yes","yes","no",1,"male","no",12,"other",688,"1982","56"
21,47,"blue","no","yes","yes",1,"male","no",11,"other",420,"1976","57"
22,49,"blue","no","yes","yes",1,"male","no",11,"other",539,"1977","57"
23,49,"blue","no","yes","yes",1,"male","no",11,"other",410,"1978","57"
24,49,"white","no","yes","yes",1,"male","no",11,"other",719,"1979","57"
25,47,"white","no","yes","yes",1,"male","no",11,"other",700,"1980","57"
26,48,"white","no","yes","yes",1,"male","no",11,"other",687,"1981","57"
27,48,"white","no","yes","yes",1,"male","no",11,"other",552,"1982","57"
37,49,"blue","yes","no","yes",1,"male","yes",14,"other",700,"1976","58"
38,48,"blue","yes","no","yes",1,"male","yes",14,"other",800,"1977","58"
39,40,"blue","yes","no","yes",1,"male","yes",14,"other",810,"1978","58"
40,48,"blue","yes","no","yes",1,"male","no",14,"other",1000,"1979","58"
41,48,"blue","yes","no","yes",1,"male","yes",14,"other",1100,"1980","58"
42,48,"blue","yes","no","yes",1,"male","yes",14,"other",1290,"1981","58"
43,48,"blue","yes","no","yes",1,"male","no",14,"other",1250,"1982","58"
26,48,"white","yes","no","yes",1,"male","no",17,"other",998,"1976","59"
27,49,"white","yes","no","yes",1,"male","no",17,"other",998,"1977","59"
28,48,"white","yes","no","yes",1,"male","no",17,"other",1550,"1978","59"
29,47,"white","yes","no","yes",1,"male","no",17,"other",1700,"1979","59"
30,46,"white","yes","no","yes",1,"male","no",17,"other",1775,"1980","59"
31,48,"white","yes","no","yes",1,"male","no",17,"other",2000,"1981","59"
32,46,"white","yes","no","yes",1,"male","no",17,"other",2100,"1982","59"
18,46,"white","no","no","yes",0,"female","yes",11,"afam",394,"1976","60"
19,39,"white","no","no","yes",0,"female","yes",11,"afam",420,"1977","60"
20,44,"white","no","no","yes",0,"female","yes",11,"afam",420,"1978","60"
21,49,"blue","no","no","yes",0,"female","yes",11,"afam",420,"1979","60"
22,48,"white","no","no","yes",0,"female","yes",11,"afam",455,"1980","60"
23,47,"blue","no","no","yes",0,"female","yes",11,"afam",502,"1981","60"
24,43,"blue","no","no","yes",0,"female","yes",11,"afam",479,"1982","60"
24,50,"white","no","no","yes",0,"female","yes",17,"other",885,"1976","61"
25,51,"white","no","no","yes",0,"female","no",17,"other",981,"1977","61"
26,51,"white","no","no","yes",0,"female","no",17,"other",980,"1978","61"
27,50,"white","no","no","yes",0,"female","no",17,"other",1063,"1979","61"
28,22,"white","no","no","yes",0,"female","no",17,"other",950,"1980","61"
29,41,"white","no","no","yes",0,"female","no",17,"other",844,"1981","61"
30,26,"white","no","no","yes",0,"female","no",17,"other",1250,"1982","61"
7,50,"blue","no","yes","no",1,"male","no",16,"other",721,"1976","62"
8,50,"blue","yes","yes","no",1,"male","no",16,"other",930,"1977","62"
9,50,"blue","yes","yes","no",1,"male","no",16,"other",1005,"1978","62"
10,50,"blue","yes","yes","no",1,"male","no",16,"other",1052,"1979","62"
11,49,"blue","yes","yes","no",1,"male","no",16,"other",1018,"1980","62"
12,49,"blue","yes","yes","no",1,"male","no",16,"other",1391,"1981","62"
13,49,"blue","yes","yes","no",1,"male","no",16,"other",1440,"1982","62"
11,50,"white","no","no","no",1,"male","no",17,"other",998,"1976","63"
12,49,"white","no","no","no",1,"male","no",17,"other",998,"1977","63"
13,50,"white","no","no","no",1,"male","no",17,"other",1800,"1978","63"
14,49,"white","no","no","no",1,"male","no",17,"other",1900,"1979","63"
15,49,"white","no","no","no",1,"male","no",17,"other",1855,"1980","63"
16,48,"white","no","no","no",1,"male","no",17,"other",2273,"1981","63"
17,50,"white","no","no","no",1,"male","no",17,"other",1582,"1982","63"
34,44,"blue","yes","no","yes",1,"male","no",12,"other",576,"1976","64"
35,46,"blue","yes","no","yes",1,"male","no",12,"other",615,"1977","64"
36,49,"blue","yes","no","yes",1,"male","no",12,"other",650,"1978","64"
37,48,"blue","yes","no","yes",1,"male","no",12,"other",690,"1979","64"
38,45,"blue","yes","no","yes",1,"male","no",12,"other",700,"1980","64"
39,47,"blue","yes","no","yes",1,"male","no",12,"other",800,"1981","64"
40,50,"blue","yes","no","yes",1,"male","no",12,"other",900,"1982","64"
30,46,"blue","yes","no","yes",1,"male","yes",8,"other",703,"1976","65"
31,44,"blue","yes","no","yes",1,"male","yes",8,"other",752,"1977","65"
32,45,"blue","yes","no","yes",1,"male","yes",8,"other",831,"1978","65"
33,46,"blue","yes","no","yes",1,"male","yes",8,"other",880,"1979","65"
34,36,"blue","yes","no","yes",1,"male","yes",8,"other",1031,"1980","65"
35,45,"blue","yes","no","yes",1,"male","yes",8,"other",1135,"1981","65"
36,45,"blue","yes","no","yes",1,"male","yes",8,"other",1148,"1982","65"
20,49,"blue","yes","yes","no",1,"male","no",8,"other",549,"1976","66"
21,49,"blue","yes","yes","no",1,"male","no",8,"other",600,"1977","66"
22,47,"blue","yes","yes","no",1,"male","no",8,"other",677,"1978","66"
23,49,"blue","yes","yes","no",1,"male","no",8,"other",743,"1979","66"
24,47,"blue","yes","yes","no",1,"male","no",8,"other",802,"1980","66"
25,44,"blue","yes","yes","no",1,"male","no",8,"other",872,"1981","66"
26,48,"blue","yes","yes","no",1,"male","no",8,"other",950,"1982","66"
28,50,"blue","no","yes","no",1,"male","no",12,"other",390,"1976","67"
29,50,"blue","no","yes","no",1,"male","no",12,"other",415,"1977","67"
30,49,"blue","no","yes","no",1,"male","no",12,"other",470,"1978","67"
31,50,"blue","no","yes","no",1,"male","no",12,"other",500,"1979","67"
32,50,"blue","no","yes","no",1,"male","no",12,"other",550,"1980","67"
33,50,"blue","no","yes","no",1,"male","no",12,"other",630,"1981","67"
34,49,"blue","no","yes","no",1,"male","no",12,"other",650,"1982","67"
34,40,"blue","yes","no","yes",1,"male","yes",12,"other",638,"1976","68"
35,47,"blue","yes","no","yes",1,"male","yes",12,"other",670,"1977","68"
36,42,"blue","yes","no","yes",1,"male","yes",12,"other",712,"1978","68"
37,45,"blue","yes","no","yes",1,"male","yes",12,"other",787,"1979","68"
38,47,"blue","yes","no","yes",1,"male","yes",12,"other",859,"1980","68"
39,47,"blue","yes","no","yes",1,"male","yes",12,"other",900,"1981","68"
40,46,"blue","yes","no","yes",1,"male","yes",12,"other",1050,"1982","68"
27,49,"blue","yes","no","yes",1,"male","no",13,"other",605,"1976","69"
28,46,"blue","yes","no","yes",1,"male","no",13,"other",704,"1977","69"
29,47,"blue","yes","no","yes",1,"male","no",13,"other",750,"1978","69"
30,47,"blue","no","no","yes",1,"male","no",13,"other",750,"1979","69"
31,47,"blue","no","no","yes",1,"male","no",13,"other",815,"1980","69"
32,48,"blue","no","no","yes",1,"male","no",13,"other",930,"1981","69"
33,48,"blue","yes","no","yes",1,"male","no",13,"other",1023,"1982","69"
8,49,"white","no","no","yes",1,"male","no",16,"other",650,"1976","70"
9,48,"white","no","no","yes",1,"male","no",16,"other",650,"1977","70"
10,49,"white","no","no","yes",1,"male","no",16,"other",750,"1978","70"
11,49,"white","no","no","no",1,"male","no",16,"other",900,"1979","70"
12,48,"white","no","no","no",1,"male","no",16,"other",1000,"1980","70"
13,48,"white","no","no","no",1,"male","no",16,"other",1000,"1981","70"
14,48,"white","no","no","no",1,"male","no",16,"other",1300,"1982","70"
7,48,"white","no","yes","yes",0,"male","no",16,"other",810,"1976","71"
8,49,"white","no","yes","yes",0,"male","no",16,"other",900,"1977","71"
9,49,"white","no","yes","yes",0,"male","no",16,"other",990,"1978","71"
10,48,"white","no","yes","yes",0,"male","no",16,"other",1050,"1979","71"
11,46,"white","no","yes","yes",0,"male","no",16,"other",1250,"1980","71"
12,48,"white","no","yes","yes",0,"male","no",16,"other",1400,"1981","71"
13,48,"white","no","yes","yes",0,"male","no",16,"other",1639,"1982","71"
11,40,"white","no","no","no",1,"male","yes",17,"other",650,"1976","72"
12,40,"white","no","no","no",1,"male","yes",17,"other",750,"1977","72"
13,42,"white","no","no","no",1,"male","yes",17,"other",750,"1978","72"
14,40,"white","no","no","no",1,"male","yes",17,"other",800,"1979","72"
15,40,"white","no","no","no",1,"male","yes",17,"other",950,"1980","72"
16,40,"white","no","no","no",1,"male","yes",17,"other",1000,"1981","72"
17,42,"white","no","no","no",1,"male","yes",17,"other",1100,"1982","72"
13,49,"blue","no","no","yes",1,"male","yes",16,"other",640,"1976","73"
14,49,"blue","no","no","yes",1,"male","yes",16,"other",777,"1977","73"
15,49,"blue","no","no","yes",1,"male","yes",16,"other",841,"1978","73"
16,48,"white","no","no","yes",1,"male","yes",16,"other",910,"1979","73"
17,47,"white","no","no","yes",1,"male","yes",16,"other",1007,"1980","73"
18,47,"white","no","no","yes",1,"male","yes",16,"other",947,"1981","73"
19,47,"white","no","no","yes",1,"male","yes",16,"other",1228,"1982","73"
3,51,"blue","yes","yes","no",0,"male","no",13,"other",225,"1976","74"
4,51,"blue","yes","yes","no",0,"male","no",13,"other",250,"1977","74"
5,51,"blue","yes","yes","no",0,"male","no",13,"other",270,"1978","74"
6,45,"white","no","yes","no",0,"male","no",13,"other",300,"1979","74"
7,50,"white","no","yes","no",0,"male","no",13,"other",320,"1980","74"
8,50,"blue","no","yes","no",0,"male","no",13,"other",360,"1981","74"
9,52,"blue","no","yes","no",0,"male","no",13,"other",350,"1982","74"
23,36,"blue","yes","yes","no",1,"male","no",8,"afam",290,"1976","75"
24,51,"blue","yes","yes","no",1,"male","no",8,"afam",400,"1977","75"
25,51,"blue","yes","yes","no",1,"male","no",8,"afam",440,"1978","75"
26,24,"blue","yes","yes","no",1,"male","no",8,"afam",480,"1979","75"
27,50,"blue","yes","yes","no",1,"male","no",8,"afam",521,"1980","75"
28,51,"blue","yes","yes","no",1,"male","no",8,"afam",625,"1981","75"
29,47,"blue","yes","yes","no",1,"male","no",8,"afam",630,"1982","75"
9,51,"blue","no","no","yes",1,"male","no",13,"other",175,"1976","76"
10,47,"white","no","no","yes",1,"male","no",13,"other",278,"1977","76"
11,50,"blue","no","no","no",1,"male","no",13,"other",345,"1978","76"
12,48,"blue","no","no","no",1,"male","no",13,"other",388,"1979","76"
13,47,"blue","no","no","no",1,"male","yes",13,"other",415,"1980","76"
14,47,"blue","no","no","no",1,"male","yes",13,"other",470,"1981","76"
15,49,"blue","no","no","no",1,"male","no",13,"other",516,"1982","76"
10,48,"white","no","yes","no",1,"male","no",10,"other",250,"1976","77"
11,52,"blue","no","yes","no",1,"male","no",10,"other",300,"1977","77"
12,51,"blue","yes","yes","no",1,"male","no",10,"other",495,"1978","77"
13,50,"blue","no","yes","no",1,"male","no",10,"other",428,"1979","77"
14,39,"blue","no","yes","no",1,"male","no",10,"other",492,"1980","77"
15,29,"blue","yes","yes","no",1,"male","no",10,"other",474,"1981","77"
16,39,"blue","no","yes","no",1,"male","no",10,"other",534,"1982","77"
37,44,"blue","no","no","no",1,"male","no",12,"other",300,"1976","78"
38,52,"blue","no","yes","yes",0,"male","no",12,"other",325,"1977","78"
39,46,"blue","no","yes","yes",0,"male","no",12,"other",325,"1978","78"
40,48,"blue","no","yes","yes",0,"male","no",12,"other",475,"1979","78"
41,49,"blue","no","yes","yes",0,"male","no",12,"other",500,"1980","78"
42,50,"blue","no","yes","yes",0,"male","no",12,"other",500,"1981","78"
43,50,"blue","no","yes","yes",0,"male","no",12,"other",550,"1982","78"
10,50,"blue","no","no","no",0,"female","no",8,"other",228,"1976","79"
11,50,"blue","no","no","no",0,"female","no",8,"other",238,"1977","79"
12,50,"blue","no","no","no",0,"female","no",8,"other",283,"1978","79"
13,50,"blue","no","no","no",0,"female","no",8,"other",295,"1979","79"
14,37,"blue","no","no","no",0,"female","no",8,"other",350,"1980","79"
15,50,"blue","no","no","no",0,"female","no",8,"other",385,"1981","79"
16,50,"blue","no","no","no",0,"female","no",8,"other",425,"1982","79"
5,48,"white","yes","no","no",1,"male","no",17,"other",850,"1976","80"
6,50,"white","yes","no","no",1,"male","no",17,"other",913,"1977","80"
7,50,"white","yes","no","no",1,"male","no",17,"other",780,"1978","80"
8,50,"white","yes","no","no",1,"male","no",17,"other",1200,"1979","80"
9,50,"white","yes","no","no",1,"male","no",17,"other",1187,"1980","80"
10,50,"white","yes","no","no",1,"male","no",17,"other",1080,"1981","80"
11,50,"white","yes","no","no",1,"male","no",17,"other",1425,"1982","80"
6,46,"blue","no","no","yes",1,"male","yes",16,"other",575,"1976","81"
7,48,"blue","no","no","yes",1,"male","yes",16,"other",565,"1977","81"
8,47,"blue","no","no","yes",1,"male","yes",16,"other",625,"1978","81"
9,49,"blue","no","no","yes",1,"male","yes",16,"other",600,"1979","81"
10,49,"white","no","no","yes",1,"male","no",16,"other",1385,"1980","81"
11,49,"white","no","no","yes",1,"male","no",16,"other",1570,"1981","81"
12,50,"blue","no","no","yes",1,"male","no",16,"other",1304,"1982","81"
22,50,"blue","no","yes","no",1,"male","yes",12,"other",750,"1976","82"
23,49,"blue","no","yes","no",1,"male","yes",12,"other",785,"1977","82"
24,44,"blue","no","yes","no",1,"male","yes",12,"other",911,"1978","82"
25,38,"blue","no","yes","no",1,"male","yes",12,"other",981,"1979","82"
26,49,"blue","no","yes","no",1,"male","yes",12,"other",1051,"1980","82"
27,50,"blue","no","yes","no",1,"male","yes",12,"other",1026,"1981","82"
28,36,"blue","no","yes","no",1,"male","yes",12,"other",1171,"1982","82"
12,47,"blue","no","no","yes",0,"male","yes",12,"other",456,"1976","83"
13,46,"blue","no","no","yes",0,"male","yes",12,"other",441,"1977","83"
14,47,"blue","no","no","yes",0,"male","yes",12,"other",540,"1978","83"
15,42,"blue","no","no","yes",0,"male","yes",12,"other",600,"1979","83"
16,48,"blue","no","no","yes",0,"male","yes",12,"other",659,"1980","83"
17,47,"blue","no","no","yes",0,"male","yes",12,"other",733,"1981","83"
18,46,"blue","no","no","yes",0,"male","yes",12,"other",709,"1982","83"
38,42,"white","no","yes","yes",1,"male","no",17,"afam",725,"1976","84"
39,34,"white","no","yes","yes",1,"male","no",17,"afam",750,"1977","84"
40,48,"white","no","yes","yes",1,"male","no",17,"afam",750,"1978","84"
41,46,"white","no","yes","yes",1,"male","no",17,"afam",603,"1979","84"
42,49,"white","no","yes","yes",1,"male","no",17,"afam",875,"1980","84"
43,34,"white","no","yes","yes",1,"male","no",17,"afam",1018,"1981","84"
44,47,"white","no","yes","yes",1,"male","no",17,"afam",813,"1982","84"
15,51,"blue","yes","no","no",1,"male","yes",7,"other",475,"1976","85"
16,49,"blue","yes","no","no",1,"male","yes",7,"other",506,"1977","85"
17,50,"blue","yes","no","no",1,"male","yes",7,"other",556,"1978","85"
18,50,"blue","yes","no","no",0,"male","yes",7,"other",636,"1979","85"
19,48,"blue","yes","no","no",0,"male","yes",7,"other",675,"1980","85"
20,50,"blue","yes","no","no",0,"male","yes",7,"other",750,"1981","85"
21,49,"blue","yes","no","no",0,"male","yes",7,"other",787,"1982","85"
3,37,"white","no","yes","yes",0,"female","no",12,"other",500,"1976","86"
4,49,"white","no","yes","yes",0,"female","no",12,"other",825,"1977","86"
5,38,"white","no","yes","yes",0,"female","no",12,"other",625,"1978","86"
6,49,"white","no","yes","yes",0,"female","no",12,"other",778,"1979","86"
7,39,"white","yes","yes","yes",0,"female","no",12,"other",780,"1980","86"
8,51,"white","yes","yes","yes",0,"female","no",12,"other",958,"1981","86"
9,48,"white","no","yes","yes",0,"female","no",12,"other",775,"1982","86"
12,41,"blue","no","no","yes",1,"male","yes",14,"other",694,"1976","87"
13,49,"blue","no","no","yes",1,"male","yes",14,"other",737,"1977","87"
14,32,"blue","no","no","yes",1,"male","yes",14,"other",851,"1978","87"
15,50,"blue","no","no","yes",1,"male","yes",14,"other",958,"1979","87"
16,46,"blue","no","no","yes",1,"male","yes",14,"other",1052,"1980","87"
17,49,"blue","no","no","yes",1,"male","yes",14,"other",1112,"1981","87"
18,49,"blue","no","no","yes",1,"male","yes",14,"other",1231,"1982","87"
5,49,"white","yes","no","yes",1,"male","no",15,"other",584,"1976","88"
6,48,"white","yes","no","yes",1,"male","no",15,"other",600,"1977","88"
7,48,"white","yes","no","yes",1,"male","no",15,"other",706,"1978","88"
8,48,"white","no","no","yes",1,"male","no",15,"other",838,"1979","88"
9,48,"white","no","no","yes",1,"male","no",15,"other",958,"1980","88"
10,47,"white","yes","no","yes",1,"male","no",15,"other",1280,"1981","88"
11,49,"white","yes","no","yes",1,"male","no",15,"other",1440,"1982","88"
11,48,"white","no","no","no",1,"male","no",12,"afam",425,"1976","89"
12,47,"white","no","no","no",1,"male","no",12,"afam",413,"1977","89"
13,50,"white","no","no","no",1,"male","no",12,"afam",550,"1978","89"
14,50,"white","no","no","yes",1,"male","no",12,"afam",590,"1979","89"
15,49,"white","no","no","yes",1,"male","no",12,"afam",780,"1980","89"
